document_id,title
18084826,"Characteristics of Body Fat, Body Fat Percentage and Other Body Composition for Koreans from KNHANES IV"
18098290,The Evolution of Dominance in Sporophytic Self-Incompatibility Systems. II. Mate Availability and Recombination
18104691,Neurological outcomes of animal models of uterine artery ligation and relevance to human intrauterine growth restriction: a systematic review
18111172,The fidelity of the ligation step determines how ends are resolved during Nonhomologous end joining
18126445,Laminin-based cell adhesion anchors microtubule plus ends to the epithelial cell basal cortex through LL5α/β
18144189,"DNA topoisomerases: structure, function, and mechanism."
18153456,Pilot testing of dipsticks as point-of-care assays for rapid diagnosis of poor-quality artemisinin drugs in endemic settings
18174210,Increased Microerythrocyte Count in Homozygous α+-Thalassaemia Contributes to Protection against Severe Malarial Anaemia
18188022,"Construction of Escherichia coli K-12 in-frame, single-gene knockout mutants: the Keio collection"
18190552,Validated RealTime reverse transcriptase PCR methods for the diagnosis and pathotyping of Eurasian H7 avian influenza viruses
18199839,Interleukin-6 receptor pathways in coronary heart disease: a collaborative meta-analysis of 82 studies
18207615,Plasma exosomes can deliver exogenous short interfering RNA to monocytes and lymphocytes
18218379,"Quantitative analysis of tumor-derived methylated p16INK4a sequences in plasma, serum, and blood cells of hepatocellular carcinoma patients."
18231257,Dynamic control of excitatory synapse development by a Rac1 GEF/GAP regulatory complex.
18231807,4-1BB Costimulation Ameliorates T Cell Exhaustion Induced by Tonic Signaling of Chimeric Antigen Receptors
18236313,"Ultrafast Evolution and Loss of CRISPRs Following a Host Shift in a Novel Wildlife Pathogen, Mycoplasma gallisepticum"
18237384,Inducing Tumor Immunity through the Selective Engagement of Activating Fcγ Receptors on Dendritic Cells
18256197,Homocysteine and the risk of ischemic stroke in a triethnic cohort: the NOrthern MAnhattan Study.
18261004,Expression and purification of recombinant methylated HBHA in Mycobacterium smegmatis.
18263406,Detection of alternative lengthening of telomeres by telomere quantitative PCR
18264714,Noise and interlocking signaling pathways promote distinct transcription factor dynamics in response to different stresses
18268012,Long-term financing needs for HIV control in sub-Saharan Africa in 2015-2050: a modelling study.
18275697,Cell-mediated immunity and antibody responses elicited by attenuated Salmonella enterica Serovar Typhi strains used as live oral vaccines in humans.
18276599,Extensive Promoter-Centered Chromatin Interactions Provide a Topological Basis for Transcription Regulation
18321590,Resazurin microtiter assay plate: simple and inexpensive method for detection of drug resistance in Mycobacterium tuberculosis.
18333304,The pervasiveness and plasticity of circadian oscillations: the coupled circadian-oscillators framework.
18340282,Gene–environment interactions in 7610 women with breast cancer: prospective evidence from the Million Women Study
18344910,Thrombocytopenia as an Indicator of Malaria in Adult Population
18346333,AMPA receptor ligand binding domain mobility revealed by functional cross linking.
18348376,Ncf1 (p47phox) Is Essential for Direct Regulatory T Cell Mediated Suppression of CD4+ Effector T Cells
18358026,"Oxidative damage targets complexes containing DNA methyltransferases, SIRT1, and polycomb members to promoter CpG Islands."
18361917,Expression profiles during dedifferentiation in newt lens regeneration revealed by expressed sequence tags
18374364,In vivo proliferation and cell cycle kinetics of long-term self-renewing hematopoietic stem cells.
18375089,The role of the tissue omega-6/omega-3 fatty acid ratio in regulating tumor angiogenesis
18379855,The Natural Statistics of Audiovisual Speech
18399038,Establishment of human iPSC-based models for the study and targeting of glioma initiating cells
18414462,Thyroid Hormone Receptor Repression Linked to Type I Pneumocyte Associated Respiratory Distress Syndrome
18421962,Assessing the ceRNA hypothesis with quantitative measurements of miRNA and target abundance.
18429416,Immunological mechanisms for desensitization and tolerance in food allergy
18446525,Prodromal non-motor symptoms of Parkinson’s disease
18447487,Erythroid Krüppel-Like Factor Directly Activates the Basic Krüppel-Like Factor Gene in Erythroid Cells �
18450716,Noncanonical Wnt Signaling Promotes Obesity-Induced Adipose Tissue Inflammation and Metabolic Dysfunction Independent of Adipose Tissue Expansion
18467982,A cluster of ribosome synthesis factors regulate pre-rRNA folding and 5.8S rRNA maturation by the Rat1 exonuclease
18473550,Synergistic activity of the histone deacetylase inhibitor suberoylanilide hydroxamic acid and the bisphosphonate zoledronic acid against prostate cancer cells in vitro.
18488986,The Immune Response to Melanoma Is Limited by Thymic Selection of Self-Antigens
18489989,Murine embryonic stem cell differentiation is promoted by SOCS-3 and inhibited by the zinc finger transcription factor Klf4.
18494847,MicroScope—an integrated microbial resource for the curation and comparative analysis of genomic and metabolic data
18537148,Comparison of Maximal Oxygen Consumption Between Black and White Prepubertal and Pubertal Children
18546584,Retinoic acid inhibits Th17 polarization and enhances FoxP3 expression through a Stat-3/Stat-5 independent signaling pathway.
18557974,"British Journal of Nutrition (2003), 89, 295–301 q The Authors 2003 DOI: 10.1079/BJN2002776 Plasma homocysteine concentration is decreased by dietary intervention*"
18568804,Achieving increased resolution and more pixels with Superresolution Optical Fluctuation Imaging (SOFI)
18574146,Evaluation of reagent strips in detecting asymptomatic bacteriuria in early pregnancy: prospective case series.
18575183,Wnt5a functions in planar cell polarity regulation in mice.
18576103,The RNA Polymerase “Switch Region” Is a Target for Inhibitors
18592108,How reliable are light traps in estimating biting rates of adult Anopheles gambiae s.l. (Diptera: Culicidae) in the presence of treated bed nets?
18600579,Development of a novel mouse glioma model using lentiviral vectors
18617259,Research Letters
18639989,Swi1Timeless Prevents Repeat Instability at Fission Yeast Telomeres
18654430,Prediction of guide strand of microRNAs from its sequence and secondary structure
18662787,"NIPBL, encoding a homolog of fungal Scc2-type sister chromatid cohesion proteins and fly Nipped-B, is mutated in Cornelia de Lange syndrome"
18676539,Impaired FANCD2 monoubiquitination and hypersensitivity to camptothecin uniquely characterize Fanconi anemia complementation group M.
18678095,Vesicular Glycolysis Provides On-Board Energy for Fast Axonal Transport
18682109,RB loss in resistant EGFR mutant lung adenocarcinomas that transform to small-cell lung cancer
18691097,Periostin Deficiency Increases Bone Damage and Impairs Injury Response to Fatigue Loading in Adult Mice
18694784,Preferential occupancy of histone variant H2AZ at inactive promoters influences local histone modifications and chromatin remodeling.
18695970,Genomic organisation and transcription characterisation of the gene encoding Leishmania (Leishmania) amazonensis arginase and its protein structure prediction.
18734652,Endometrial carcinoma risk among women diagnosed with endometrial hyperplasia: the 34-year experience in a large health plan
18747744,Redefining the Genetic Hierarchies Controlling Skeletal Myogenesis: Pax-3 and Myf-5 Act Upstream of MyoD
18750453,Assessment of Volume Depletion in Children with Malaria
18758057,NSOM/QD-Based Direct Visualization of CD3-Induced and CD28-Enhanced Nanospatial Coclustering of TCR and Coreceptor in Nanodomains in T Cell Activation
18806488,Hoxa9 transforms primary bone marrow cells through specific collaboration with Meis1a but not Pbx1b.
18810195,Tyr26 phosphorylation of PGAM1 provides a metabolic advantage to tumours by stabilizing the active conformation
18816720,Spatial and Temporal Clustering of Dengue Virus Transmission in Thai Villages
18834078,Secondary T cell–T cell synaptic interactions drive the differentiation of protective CD8+ T cells
18841257,The Histone H3 Lysine-27 Demethylase Jmjd3 Links Inflammation to Inhibition of Polycomb-Mediated Gene Silencing
18852643,Apolipoprotein E and atherosclerosis: beyond lipid effect.
18855191,Exploitative and Hierarchical Antagonism in a Cooperative Bacterium
18872233,Mental Health Conditions Among Patients Seeking and Undergoing Bariatric Surgery: A Meta-analysis.
18882947,"The Nuclear Effector of Wnt-Signaling, Tcf1, Functions as a T-Cell–Specific Tumor Suppressor for Development of Lymphomas"
18895793,Activator Control of Nucleosome Occupancy in Activation and Repression of Transcription
18909530,Contractile forces sustain and polarize hematopoiesis from stem and progenitor cells.
18914652,Critical Role of the Virus-Encoded MicroRNA-155 Ortholog in the Induction of Marek's Disease Lymphomas
18924534,Functional insights into the role of nuclear-retained long noncoding RNAs in gene expression control in mammalian cells
18938992,Downregulation of TAP1 in B lymphocytes by cellular and Epstein-Barr virus-encoded interleukin-10.
18949516,TGF-β and Insulin Signaling Regulate Reproductive Aging via Oocyte and Germline Quality Maintenance
18953920,The Epithelial-Mesenchymal Transition Generates Cells with Properties of Stem Cells
18956141,NEMO Prevents RIP Kinase 1-Mediated Epithelial Cell Death and Chronic Intestinal Inflammation by NF-κB-Dependent and -Independent Functions
18987782,Suppression of Myc oncogenic activity by ribosomal protein haploinsufficiency
18988265,Susceptibility to exacerbation in chronic obstructive pulmonary disease.
18997216,Sympathetic baroreflex gain in normotensive pregnant women.
18998807,Facilitators and Impediments of the Pluripotency Reprogramming Factors' Initial Engagement with the Genome
19004126,Fibrillar Collagen Inhibits Arterial Smooth Muscle Proliferation through Regulation of Cdk2 Inhibitors
19005293,Memory CD4+ T cells induce innate responses independently of pathogen
19047331,Direct Upregulation of STAT3 by MicroRNA-551b-3p Deregulates Growth and Metastasis of Ovarian Cancer.
19052713,Human albumin administration in critically ill patients: systematic review of randomised controlled trials.
19058822,A fine-scale map of recombination rates and hotspots across the human genome.
19071857,Mental Health Support Provided Throughout the Bariatric Surgery Clinical Pathway in French Specialized Care Centers for Obesity
19079491,Calcium: Regulation of cell death: the calcium–apoptosis link
19099739,Breaking the code of DNA binding specificity of TAL-type III effectors.
19130782,Interferon-Gamma at the Crossroads of Tumor Immune Surveillance or Evasion
19132741,Role of antioxidants in paraquat toxicity.
19138874,Nucleation of nuclear bodies by RNA
19140422,"Evaluation of human papillomavirus testing in primary screening for cervical abnormalities: comparison of sensitivity, specificity, and frequency of referral."
19149247,Breaking the chains: structure and function of the deubiquitinases
19165076,"Replication protein A: a heterotrimeric, single-stranded DNA-binding protein required for eukaryotic DNA metabolism."
19182166,Internal fixation versus nonoperative treatment of displaced 3-part proximal humeral fractures in elderly patients: a randomized controlled trial.
19185192,Good and bad consequences of altered fatty acid metabolism in heart failure: evidence from mouse models.
19204979,Pericytes of human skeletal muscle are myogenic precursors distinct from satellite cells
19205326,Ten years' experience with alendronate for osteoporosis in postmenopausal women.
19205437,UCP1-independent signaling involving SERCA2b-mediated calcium cycling regulates beige fat thermogenesis and systemic glucose homeostasis
19255949,Poly(A)-specific ribonuclease (PARN) mediates 3′-end maturation of the telomerase RNA component
19278208,"Folic acid supplementation and dietary folate intake, and risk of preeclampsia"
19293654,Model-based Analysis of ChIP-Seq (MACS)
19307912,Familial obesity and leanness.
19308127,"In-hospital switching of oral P2Y12 inhibitor treatment in patients with acute coronary syndrome undergoing percutaneous coronary intervention: prevalence, predictors and short-term outcome."
19313533,Structural basis of allosteric and synergistic activation of AMPK by furan-2-phosphonic derivative C2 binding.
19315511,Validity of age at menarche self-reported in adulthood.
19327364,"Seroepidemiologic survey of captive Old-World primates for antibodies to human and simian retroviruses, and isolation of a lentivirus from sooty mangabeys (Cercocebus atys)."
19332616,Coronary plaque disruption.
19343151,p16INK4A is a robust in vivo biomarker of cellular aging in human skin.
19356271,hPrimpol1/CCDC111 is a human DNA primase-polymerase required for the maintenance of genome integrity.
19358586,Functional proteomics identifies miRNAs to target a p27/Myc/phospho-Rb signature in breast and ovarian cancer
19368793,The potential role of miRNAs 21 and 199-a in early diagnosis of hepatocellular carcinoma.
19384430,Tex10 Coordinates Epigenetic Control of Super-Enhancer Activity in Pluripotency and Reprogramming.
19408393,Value of whole brain re-irradiation for brain metastases--single centre experience.
19419439,Bisphosphonates in oncology: rising stars or fallen heroes.
19427410,"IL-33, a recently identified interleukin-1 gene family member, is expressed in human adipocytes."
19450341,Imaging techniques for assaying lymphocyte activation in action
19460822,Extending healthy life span--from yeast to humans.
19464037,Hospital and 1-year survival of patients admitted to intensive care units with acute exacerbation of chronic obstructive pulmonary disease.
19482914,Kindlin-3 is essential for integrin activation and platelet aggregation
19485243,Opening of compacted chromatin by early developmental transcription factors HNF3 (FoxA) and GATA-4.
19485649,"N- and E-cadherins in Xenopus are specifically required in the neural and non-neural ectoderm, respectively, for F-actin assembly and morphogenetic movements."
19487477,Mutation of the fumarase gene in two siblings with progressive encephalopathy and fumarase deficiency.
19489351,Adult Neurogenesis Is Sustained by Symmetric Self-Renewal and Differentiation.
19497526,A common missense variant in NUDT15 confers susceptibility to thiopurine-induced leukopenia
19510470,Induction of cell cycle entry eliminates human leukemia stem cells in a mouse model of AML
19511011,Reconstitution of the immune system after hematopoietic stem cell transplantation in humans
19521501,Vision tests in the mouse: Functional phenotyping with electroretinography.
19522248,Cyclin-dependent kinase 2 is essential for meiosis but not for mitotic cell division in mice
19529370,Capsaicin-sensitive sensory nerve fibers contribute to the generation and maintenance of skeletal fracture pain.
19532163,Surgical therapy for dystonia.
19541444,MEG3 imprinted gene contribution in tumorigenesis.
19546104,Uptake of rosuvastatin by isolated rat hepatocytes: comparison with pravastatin.
19561411,"Junctophilin-4, a component of the endoplasmic reticulum-plasma membrane junctions, regulates Ca2+ dynamics in T cells."
19565018,The PI3K inhibitor arsenal: choose your weapon!
19571273,Infralimbic BDNF/TrkB enhancement of GluN2B currents facilitates extinction of a cocaine-conditioned place preference.
19572798,Compaction of chromatin by diverse Polycomb group proteins requires localized regions of high charge.
19583924,Angiopoietin-like proteins stimulate ex vivo expansion of hematopoietic stem cells
19603353,Balancing co-stimulation and inhibition with BTLA and HVEM
19644821,Lin28b is sufficient to drive liver cancer and necessary for its maintenance in murine models.
19651306,Nanoenzymology of the 20S proteasome: proteasomal actions are controlled by the allosteric transition.
19658917,"Changes in plasma copeptin, the c-terminal portion of arginine vasopressin during water deprivation and excess in healthy subjects."
19661996,"Propagation and recovery of intact, infectious Epstein-Barr virus from prokaryotic to human cells."
19673227,Chemosensitivity profile assay of circulating cancer cells: prognostic and predictive value in epithelial tumors.
19675911,Trends in heart failure incidence and survival in a community-based population.
19683625,Doxycycline induces apoptosis in PANC-1 pancreatic cancer cells.
19685306,Orientationally invariant indices of axon diameter and density from diffusion MRI.
19688024,IFI16 and cGAS cooperate in the activation of STING during DNA sensing in human keratinocytes
19701340,Oncostatic effects of the indole melatonin and expression of its cytosolic and nuclear receptors in cultured human melanoma cell lines.
19708993,Lysosomal localization of TRPML3 depends on TRPML2 and the mucolipidosis-associated protein TRPML1.
19736671,Evolution of metastasis revealed by mutational landscapes of chemically induced skin cancers
19752008,"A specific inhibitor of phosphatidylinositol 3-kinase, 2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one (LY294002)."
19756935,A simple two-step protocol for the purification of human pancreatic beta cells
19770974,Prev | Table of Contents Reports Embryonic Stem Cell Lines Derived from Human
19799455,Ascorbic-acid transporter Slc23a1 is essential for vitamin C transport into the brain and for perinatal survival
19800147,MVP-mediated exosomal sorting of miR-193a promotes colon cancer progression
19804204,Casual blood pressure and neurocognitive function in children with chronic kidney disease: a report of the children with chronic kidney disease cohort study.
19822046,Bone marrow failure and developmental delay caused by mutations in poly(A)-specific ribonuclease (PARN).
19824183,"The changing epidemiology of malaria in Ifakara Town, southern Tanzania."
19828689,MicroRNA-192 in diabetic kidney glomeruli and its function in TGF-beta-induced collagen expression via inhibition of E-box repressors.
19843244,Activation of PAR(2) receptors sensitizes primary afferents and causes leukocyte rolling and adherence in the rat knee joint.
19851614,"Polyphosphate kinase 1, a central node in the stress response network of Mycobacterium tuberculosis, connects the two-component systems MprAB and SenX3-RegX3 and the extracytoplasmic function sigma factor, sigma E."
19854543,Natural history of asymptomatic unruptured cerebral aneurysms evaluated at CT angiography: growth and rupture incidence and correlation with epidemiologic risk factors.
19854744,A search for the presence of the enteroviral capsid protein VP1 in pancreases of patients with Type 1 (insulin-dependent) diabetes and pancreases and hearts of infants who died of coxsackieviral myocarditis
19855358,Direct reprogramming of mouse fibroblasts to cardiomyocyte-like cells using Yamanaka factors on engineered poly(ethylene glycol) (PEG) hydrogels.
19878070,Effects of risedronate treatment on vertebral and nonvertebral fractures in women with postmenopausal osteoporosis: a randomized controlled trial. Vertebral Efficacy With Risedronate Therapy (VERT) Study Group.
19882228,Hypoxia — a key regulatory factor in tumour growth
19912367,Loss of fibronectin from the aged stem cell niche affects the regenerative capacity of skeletal muscle in mice
19922508,Monitoring starvation-induced reactive oxygen species formation.
19945096,Why do patients with multimorbidity in England report worse experiences in primary care? Evidence from the General Practice Patient Survey
19950357,"The rice FISH BONE gene encodes a tryptophan aminotransferase, which affects pleiotropic auxin-related processes."
19951373,Successful mouse cloning of an outbred strain by trichostatin A treatment after somatic nuclear transfer.
19957813,A Genome-wide CRISPR Death Screen Identifies Genes Essential for Oxidative Phosphorylation.
19958277,RecQ helicases: caretakers of the genome
19961177,Mortality from causes amenable and non-amenable to medical care: the experience of eastern Europe.
19966976,Dynamic regulation of heterochromatin function via phosphorylation of HP1-family proteins.
19970015,Modeling neurogenesis impairment in Down syndrome with induced pluripotent stem cells from Trisomy 21 amniotic fluid cells.
19974105,Control over DNA replication in time and space.
19979816,MYC/MIZ1-dependent gene repression inversely coordinates the circadian clock with cell cycle and proliferation
19994006,Relevance of asystole during head-up tilt testing.
20008796,Increasing informed uptake and non-uptake of screening: evidence from a systematic review.
20018321,Mitochondrial RNA Granules Are Centers for Posttranscriptional RNA Processing and Ribosome Biogenesis.
20028729,Controlling nuclear receptors: the circular logic of cofactor cycles
20033112,Reprogramming fibroblasts into bipotential hepatic stem cells by defined factors.
20045514,Spatial genome organization: contrasting views from chromosome conformation capture and fluorescence in situ hybridization.
20048431,Development and evaluation of a self-administered computerized 24-h dietary recall method for adolescents in Europe
20052986,JTK_CYCLE: an efficient nonparametric algorithm for detecting rhythmic components in genome-scale data sets.
20054396,"Polo-like kinase 1 regulates Nlp, a centrosome protein involved in microtubule nucleation."
20083834,Consumption of isoflavone-rich soy protein does not alter homocysteine or markers of inflammation in postmenopausal women
20101846,Homogeneously dispersed multimetal oxygen-evolving catalysts
20109325,"Global strategy for the diagnosis, management, and prevention of chronic obstructive pulmonary disease: GOLD executive summary."
20127522,Circulating tumor cells: a useful predictor of treatment efficacy in metastatic breast cancer.
20128547,Recovery of supraspinal control of stepping via indirect propriospinal relay connections after spinal cord injury
20130904,"""Grazing"": a high-risk behavior."
20132778,Molecular strategies in biological evolution of antimicrobial peptides.
20148808,Microbiome-driven allergic lung inflammation is ameliorated by short-chain fatty acids
20155713,Promiscuous gene expression in medullary thymic epithelial cells mirrors the peripheral self
20179918,Signal transducer and activator of transcription 3 is a transcriptional factor regulating the gene expression of SALL4.
20183360,"GATA3 transcription factor abrogates Smad4 transcription factor-mediated fascin overexpression, invadopodium formation, and breast cancer cell invasion."
20186513,The American Rheumatism Association 1987 revised criteria for the classification of rheumatoid arthritis.
20186814,"A new look at the origin, function, and ""stem-cell"" status of muscle satellite cells."
20187433,Involving family members in cancer care: focus group considerations of patients and oncological providers.
20188586,Improving Adherence to Antiretroviral Therapy With Triggered Real-time Text Message Reminders: The China Adherence Through Technology Study.
20220731,Origin and T cell receptor diversity of Foxp3+CD4+CD25+ T cells.
20221907,Reproducibility of the diagnosis of atypical endometrial hyperplasia: a Gynecologic Oncology Group study.
20231138,Replication Fork Slowing and Reversal upon DNA Damage Require PCNA Polyubiquitination and ZRANB3 DNA Translocase Activity
20240998,Bed sharing when parents do not smoke: is there a risk of SIDS? An individual level analysis of five major case–control studies
20261352,Decoupling activation and exhaustion of B cells in spontaneous controllers of HIV infection.
20279166,Label-free DNA imaging in vivo with stimulated Raman scattering microscopy.
20280410,A common variant in BRCA2 is associated with both breast cancer risk and prenatal viability
20287253,Pathophysiology of obstructive nephropathy in the newborn.
20288322,"Lipid homeostasis, lipotoxicity and the metabolic syndrome."
20302714,A twin-study of genetic contributions to morningness-eveningness and depression.
20310709,The Transcription Factor T-bet Regulates Intestinal Inflammation Mediated by Interleukin-7 Receptor+ Innate Lymphoid Cells
20311968,"Chimeric Antigen Receptor-Redirected Regulatory T Cells Suppress Experimental Allergic Airway Inflammation, a Model of Asthma"
20313748,α-Catenin as a tension transducer that induces adherens junction development
20321154,A population-based cohort study to elucidate temporal relationship between schizophrenia and metabolic syndrome (KCIS no. PSY3).
20326526,DEVELOPMENT AND VALIDATION OF A MEASURE OF EMOTIONAL INTELLIGENCE
20330519,Cholesterol glucosylation promotes immune evasion by Helicobacter pylori
20333864,Regulation of in situ to invasive breast carcinoma transition.
20334484,"Health and access to care: perspectives of homeless youth in Baltimore City, U.S.A."
20344442,Differential requirement for CARMA1 in agonist-selected T-cell development.
20357868,Simian immunodeficiency viruses of diverse origin can use CXCR4 as a coreceptor for entry into human cells.
20363389,Cloning of rat uncoupling protein-3 and uncoupling protein-2 cDNAs: their gene expression in rats fed high-fat diet.
20368353,A two-step mechanism for epigenetic specification of centromere identity and function
20372201,Cancer stem cell theory in gastrointestinal malignancies: recent progress and upcoming challenges
20374609,In vitro splicing pathways of pre-mRNAs containing multiple intervening sequences?
20375264,Automated genome sequence analysis and annotation.
20381484,GAPDH Mediates Nitrosylation of Nuclear Proteins
20388894,The transcription factor c-Maf controls the production of interleukin-4 but not other Th2 cytokines.
20399078,Genome-wide association of IL28B with response to pegylated interferon-α and ribavirin therapy for chronic hepatitis C
20402596,The WUSCHEL-related homeobox gene WOX11 is required to activate shoot-borne crown root development in rice.
20418809,"Inducible depletion of satellite cells in adult, sedentary mice impairs muscle regenerative capacity without affecting sarcopenia"
20419913,Reproductive clonality in protozoan pathogens--truth or artefact?
20420780,The ACF1 complex is required for DNA double-strand break repair in human cells.
20422174,Findings to date from the ASCUS-LSIL Triage Study (ALTS).
20428155,Marine organisms as a source of new anticancer agents.
20454006,"A randomized, placebo-controlled trial of diindolylmethane for breast cancer biomarker modulation in patients taking tamoxifen"
20456030,Intracellular coenzymes as natural biomarkers for metabolic activities and mitochondrial anomalies.
20457190,Biochemical differences in the alphabeta T cell receptor.CD3 surface complex between CD8+ and CD4+ human mature T lymphocytes.
20459964,Circulating mitochondrial DNA in serum of patients with granulomatosis with polyangiitis.
20460020,Estrogen receptor-alpha promotes alternative macrophage activation during cutaneous repair.
20471181,Disturbance in cerebral spinal fluid sphingolipid content is associated with memory impairment in subjects infected with the human immunodeficiency virus
20473074,An observational study fluid balance and patient outcomes in the Randomized Evaluation of Normal vs. Augmented Level of Replacement Therapy trial.
20491205,Prison health care: a review of the literature.
20492020,A Brief History of Long-Term Potentiation
20501163,Tumor-Induced IL-6 Reprograms Host Metabolism to Suppress Anti-tumor Immunity
20524091,Chaperoning stem cells: a role for heat shock proteins in the modulation of stem cell self-renewal and differentiation?
20526907,How much alcohol and how often? Population based case-control study of alcohol consumption and risk of a major coronary event.
20532591,"Tracking adipogenesis during white adipose tissue development, expansion and regeneration"
20544428,Blockade of adrenoreceptors inhibits the splenic response to stroke.
20554003,Effects of Thiazolidinediones on Stroke Recovery: A Case-Matched Controlled Study
20568364,Crosstalk between tumor and endothelial cells promotes tumor angiogenesis by MAPK activation of Notch signaling.
20585600,A Sequential splicing mechanism promotes selection of an optimal exon by repositioning a downstream 5' splice site in preprotachykinin pre-mRNA.
20602517,"Melatonin and the circadian regulation of sleep initiation, consolidation, structure, and the sleep EEG."
20606520,"Long-term survival, quality of life, and quality-adjusted life-years among critically ill elderly patients."
20608982,Recent developments and complexities in neutrophil transmigration.
20610390,Exploring the epidemiological characteristics of cancers of unknown primary site in an Australian population: implications for research and clinical care.
20610557,Alkylating agent melphalan augments the efficacy of adoptive immunotherapy using tumor-specific CD4+ T cells.
20611846,Influence of cigarette smoking on inhaled corticosteroid treatment in mild asthma.
20620012,Hitting the target: emerging technologies in the search for kinase substrates.
20630805,Histone phosphorylation: a chromatin modification involved in diverse nuclear events.
20645335,Neurodevelopmental Outcome After a Single Course of Antenatal Steroids in Children Born Preterm: A Systematic Review and Meta-analysis.
20645538,Prognostic impact of minimal pleural effusion in non-small-cell lung cancer.
20646904,Fusion proteins for versatile antigen targeting to cell surface receptors reveal differential capacity to prime immune responses.
20649327,A sequential model for peptide binding and transport by the transporters associated with antigen processing.
20649735,Outcome of repeated radiosurgery for recurrent metastatic brain tumors.
20659283,Human CYP3A4 and murine Cyp3A11 are regulated by equol and genistein via the pregnane X receptor in a species-specific manner.
20672596,"Metabolism of glucose, glutamine, long-chain fatty acids and ketone bodies by murine macrophages."
20675284,TGF-beta inhibition of endothelial cell proliferation: alteration of EGF binding and EGF-induced growth-regulatory (competence) gene expression.
20690388,Human NK cells in acute myeloid leukaemia patients: analysis of NK cell-activating receptors and their ligands
20696397,Production of interleukin-6 in contracting human skeletal muscles can account for the exercise-induced increase in plasma interleukin-6.
20697217,Symptoms of hypoglycemia in children with IDDM.
20707861,Comparative Protein Structure Modeling Using MODELLER.
20722510,IL-6 as a keystone cytokine in health and disease
20725212,Chaperoning 5S RNA assembly.
20732789,Chronic obstructive pulmonary disease and neutrophil infiltration: role of cigarette smoke and cyclooxygenase products.
20738970,Non-receptor tyrosine kinase Etk is involved in the apoptosis of small cell lung cancer cells.
20743803,No Pasaran! Role of the axon initial segment in the regulation of protein transport and the maintenance of axonal identity.
20746604,The effectiveness of right heart catheterization in the initial care of critically ill patients. SUPPORT Investigators.
20754359,Natural history of adult T-cell leukemia/lymphoma and approaches to therapy
20758340,Hierarchical organization of the plasma membrane: investigations by single-molecule tracking vs. fluorescence correlation spectroscopy.
20761364,Stability of the antimalarial drug dihydroartemisinin under physiologically relevant conditions: implications for clinical treatment and pharmacokinetic and in vitro assays.
20764484,Modulation of anxiety through blockade of anandamide hydrolysis
20767776,Familial clustering of reflux symptoms
20781656,Histone chaperones: 30 years from isolation to elucidation of the mechanisms of nucleosome assembly and disassembly
20821402,Specificity of the dRP/AP lyase of Ku promotes nonhomologous end joining (NHEJ) fidelity at damaged ends.
20829129,Gut-expressed gustducin and taste receptors regulate secretion of glucagon-like peptide-1.
20839751,Apoptosis in breast cancer: relationship with other pathological parameters.
20851402,"Dietary flavonoids: bioavailability, metabolic effects, and safety."
20864487,Virus-specific cytotoxic T-lymphocyte responses select for amino-acid variation in simian immunodeficiency virus Env and Nef
20868160,TRICHOME BIREFRINGENCE and its homolog AT5G01360 encode plant-specific DUF231 proteins required for cellulose biosynthesis in Arabidopsis.
20886584,Genetic predictors of taxane-induced neurotoxicity in a SWOG phase III intergroup adjuvant breast cancer treatment trial (S0221)
20887554,Preoperative C-reactive protein predicts mid-term outcome after cardiac surgery.
20888849,Inhibition of Hedgehog signaling enhances delivery of chemotherapy in a mouse model of pancreatic cancer.
20904154,Mutant SOD1 inhibits ER-Golgi transport in amyotrophic lateral sclerosis.
20931483,"High spatial resolution mapping of malaria transmission risk in the Gambia, west Africa, using LANDSAT TM satellite imagery."
20935673,Functional analysis of repressor binding sites in the iab-2 regulatory region of the abdominal-A homeotic gene.
20937018,Apolipoprotein E: high-avidity binding to beta-amyloid and increased frequency of type 4 allele in late-onset familial Alzheimer disease.
20942644,Unmarked gene deletion and host–vector system for the hyperthermophilic crenarchaeon Sulfolobus islandicus
20943272,ADAM13 disintegrin and cysteine-rich domains bind to the second heparin-binding domain of fibronectin.
20945963,Clinical epidemiology of heart failure.
20960682,Toll-like receptor 7 agonist GS-9620 induces prolonged inhibition of HBV via a type I interferon-dependent mechanism.
20977638,Depletion of glutathione induces 4-hydroxynonenal protein adducts and hydroxyurea teratogenicity in the organogenesis stage mouse embryo.
20996244,Nonproductive human immunodeficiency virus type 1 infection in nucleoside-treated G0 lymphocytes.
20999249,Imported malaria in children: a national surveillance in the Netherlands and a review of European studies.
21003930,"Respiratory and cardiovascular responses to walking down a traffic-polluted road compared with walking in a traffic-free area in participants aged 60 years and older with chronic lung or heart disease and age-matched healthy controls: a randomised, crossover study"
21009874,Overall and cancer related mortality among patients with ocular inflammation treated with immunosuppressive drugs: retrospective cohort study.
21012916,Ephrin B1–mediated repulsion and signaling control germinal center T cell territoriality and function
21033230,Molecular profiling and predictive value of circulating tumor cells in patients with metastatic breast cancer: an option for monitoring response to breast cancer related therapies
21046889,"Alternate-day wheel access: effects on feeding, body weight, and running."
21048969,"Evaluation of the association between the first observation and the longitudinal change in C-reactive protein, and all-cause mortality."
21050357,Research Priorities in Sudden Unexpected Infant Death: An International Consensus.
21053753,Modification of the Constant-Murley shoulder score-introduction of the individual relative Constant score Individual shoulder assessment.
